matter_category,practice_area,ip_matter_flag,ip_matter_type,ip_tech_domain,draft_complexity_tier,expected_claim_count,has_drawings,expected_oa_count,examiner_difficulty_score,rce_risk_flag,experts_required,num_depositions_expected,early_settlement_probability,fto_patent_count,fto_scope_complexity,gen_complexity,gen_duration_days,phase_pleadings,phase_markman,phase_discovery,phase_summary_judgment,phase_trial,complexity_score,duration_days,client_type,client_industry,client_size_revenue,competitive_position,competitor_avg_quote,complexity_urgency,team_effort,team_size,years_as_client,previous_matters,client_satisfaction,total_hours,estimated_cost,fee_structure,is_subscription_model,is_phase_based_model,has_success_fee_component,target_fee,realized_margin_pct,win_probability,won_matter_flag
IP,IP - Patent Drafting,1,Patent Drafting,Other,Simple,22,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.55,30,Existing - Non-Strategic,Finance,37.33,-1.93,15922,10,1,1,2,35,5,30.8,8273,Tiered (Simple/Medium/Complex),0,0,0,13303,59.8,0.524,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,588,0,0,0,0,0,8,588,Existing - Non-Strategic,Other,66.83,-1.05,33320,10,7,11,7,32,1,144.4,42082,Hourly,0,0,0,62298,42.3,0.01,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,17,Moderate,0,0,0,0,0,0,0,7.17,30,Existing - Strategic,Tech,24.89,1.66,18596,3,5,2,0,40,2,106.5,28868,Tiered FTO Pricing,0,0,0,67213,134.5,0.023,0
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,62,Moderate,0,0,0,0,0,0,0,7.62,30,Existing - Strategic,Life Sciences,46.97,-1.89,17963,2,2,4,0,23,2,81.3,15917,Tiered FTO Pricing,0,0,0,26192,64.9,0.047,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,97,0,0,0,0,0,7,97,Existing - Strategic,Other,14.09,0.36,19919,2,7,6,9,5,6,112.5,22666,Success-Based,0,0,1,39109,67.2,0.091,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,259,0,0,0,0,0,3,259,Existing - Non-Strategic,Energy,71.77,-0.21,17414,5,6,8,8,5,4,36.4,8993,Fixed Fee,0,0,0,18143,113.4,0.438,1
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,5,Moderate,0,0,0,0,0,0,0,7.05,30,Existing - Non-Strategic,Tech,33.86,0.99,20092,3,6,8,3,26,2,81.7,12899,Fixed Fee per FTO,0,0,0,24492,87,0.331,0
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,3,7,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Finance,328.61,-0.27,32710,2,7,9,4,43,6,33.3,8680,Portfolio Subscription,1,0,0,17685,99.7,0.805,1
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.24,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Life Sciences,3.6,-1.97,37573,1,3,2,2,10,4,342.7,59614,Contingency + Base,0,0,1,100045,62,0.01,0
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,3,3,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Energy,99.16,-0.59,35350,8,8,7,2,19,7,278.3,52555,Phase-Based,0,1,0,93572,77.6,0.018,0
IP,IP - FTO,1,FTO,AI,,0,0,0,0,0,0,0,0,30,Narrow,0,0,0,0,0,0,0,5.3,30,Existing - Non-Strategic,Finance,21.08,-0.07,16756,6,8,1,0,13,2,58.8,13059,Ongoing Subscription,1,0,0,21748,66.6,0.227,0
IP,IP - FTO,1,FTO,AI,,0,0,0,0,0,0,0,0,15,Moderate,0,0,0,0,0,0,0,7.15,30,New,Manufacturing,102.03,-1.99,20150,10,2,2,10,33,8,71.7,15838,Ongoing Subscription,1,0,0,21329,43.4,0.417,1
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Medium,30,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.75,45,Existing - Strategic,Life Sciences,7.77,-0.42,20079,4,5,11,3,11,6,66.7,16692,Fixed Fee per Application,0,0,0,30475,81.3,0.174,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,430,0,0,0,0,0,4,430,New,Finance,67.22,1.3,21994,2,9,3,0,15,7,82.5,12873,Phase-Based,0,1,0,29890,128.7,0.359,1
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,83,Moderate,0,0,0,0,0,0,0,7.83,30,Existing - Strategic,Manufacturing,107.97,1.65,20538,10,2,5,6,36,9,55.1,13853,Fixed Fee per FTO,0,0,0,28118,95.7,0.411,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.44,0,,0,0,1,1,1,1,1,10,730,New,Energy,292.34,-1.45,38302,3,2,11,9,24,7,547.3,159115,Collar (Risk-Sharing),0,0,1,314374,98.1,0.01,0
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,33,Narrow,0,0,0,0,0,0,0,5.33,30,Existing - Non-Strategic,Life Sciences,23.03,1.35,14054,10,8,7,8,46,3,69.2,13056,Ongoing Subscription,1,0,0,29475,132.3,0.063,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,0,7,0,0,0,0,0,,0,0,0,0,0,0,0,7.5,365,Existing - Non-Strategic,Finance,30.87,-1.67,26097,9,7,7,10,37,8,44.5,10695,Portfolio Subscription,1,0,0,18440,68.5,0.683,1
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.65,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Other,25.13,-1.85,39837,3,9,6,1,23,4,177,39316,Collar (Risk-Sharing),0,0,1,74122,89.4,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,609,0,0,0,0,0,3,609,New,Energy,12.24,-1.6,22805,9,10,5,0,26,6,142.8,28995,Phase-Based,0,1,0,41050,42.4,0.023,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Medium,28,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.7,45,Existing - Strategic,Finance,89.21,-0.71,19770,8,1,8,10,39,1,59.2,17634,Hourly,0,0,0,30880,70.8,0.041,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,3,3,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Non-Strategic,Other,38.06,-0.42,30796,1,6,5,1,18,7,80.7,21166,Fixed Fee per OA,0,0,0,33531,66.8,0.453,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,2,5,1,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Strategic,Tech,43.3,-0.18,30763,2,2,11,7,42,5,34.9,8921,Volume-based Discount Model,0,0,0,15354,72,0.809,1
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Simple,37,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.925,30,Existing - Strategic,Finance,36.51,-0.64,15546,2,3,7,1,27,10,28.4,4996,Hourly,0,0,0,9707,98.5,0.823,1
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,2,3,0,0,0,0,0,,0,0,0,0,0,0,0,7.5,365,Existing - Non-Strategic,Energy,38.36,-1.81,30021,10,4,5,6,14,8,71.2,15431,Portfolio Subscription,1,0,0,29173,83.3,0.491,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,590,0,0,0,0,0,4,590,New,Other,125.11,1.18,26994,8,4,5,6,36,10,62.5,11865,Phase-Based,0,1,0,24973,107,0.715,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,491,0,0,0,0,0,4,491,Existing - Non-Strategic,Manufacturing,7.41,-1.08,26650,10,3,1,5,18,3,133.8,30882,Hourly,0,0,0,50471,63.9,0.01,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,3,5,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Energy,11.94,-1.88,33061,8,3,7,5,30,4,369.5,76114,Caps + Collars,0,1,1,146514,95.2,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,289,0,0,0,0,0,7,289,New,Energy,63.7,1.72,26844,1,10,6,6,48,2,143.4,35550,Success-Based,0,0,1,60029,66.1,0.05,0
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,12,Narrow,0,0,0,0,0,0,0,5.12,30,Existing - Non-Strategic,Energy,33.18,-0.91,14832,1,2,9,10,12,6,23.4,3883,Ongoing Subscription,1,0,0,8095,117.8,0.771,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Complex,19,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.475,60,New,Life Sciences,13,-1.58,24359,7,10,6,1,28,10,49.3,13799,Subscription (X applications/year),1,0,0,22570,67.3,0.576,1
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,3,4,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Manufacturing,28.23,1.46,36380,1,7,11,2,22,2,282,79003,Fixed Fee – Petition Only,0,0,0,172622,115.6,0.013,0
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.52,0,,0,0,1,1,1,1,1,10,730,Existing - Strategic,Energy,13.33,-1.93,43195,7,1,1,0,15,4,710.7,185754,Contingency + Base,0,0,1,282506,48.8,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,636,0,0,0,0,0,8,636,Existing - Strategic,Manufacturing,11.25,0.59,35647,3,10,5,9,47,1,14.8,2758,Subscription,1,0,0,4799,73.3,0.88,1
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.3,0,,0,0,0,0,1,1,1,10,730,Existing - Strategic,Energy,93.39,0.74,36529,8,4,6,0,15,9,646.2,171973,Blended Rate,0,0,0,383351,121.5,0.117,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Other,22.89,-0.17,34552,2,4,1,0,13,6,329.4,93183,Fixed Fee – Petition Only,0,0,0,196487,111.4,0.012,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,708,0,0,0,0,0,8,708,Existing - Strategic,Tech,74.35,-1.35,36328,2,10,1,0,17,9,119,25752,Fixed Fee,0,0,0,39216,40.9,0.453,1
IP,IP - Prosecution,1,Prosecution,AI,,0,0,1,7,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,New,Finance,19.44,-0.64,26882,9,4,2,5,32,9,72.8,14847,Portfolio Subscription,1,0,0,29340,95.5,0.48,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,225,0,0,0,0,0,8,225,Existing - Non-Strategic,Tech,25.53,0.46,25933,3,9,1,4,39,10,114,29283,Phase-Based,0,1,0,48537,66.2,0.191,1
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,2,5,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Non-Strategic,Tech,29.59,-0.98,27380,6,10,2,1,32,7,70.5,11808,Volume-based Discount Model,0,0,0,18921,54.9,0.707,1
IP,IP - Patent Drafting,1,Patent Drafting,AI,Medium,19,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.475,45,New,Manufacturing,13.52,0.1,14888,9,8,1,5,9,8,45,8300,Hourly,0,0,0,13375,58.6,0.641,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,27,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.675,30,Existing - Non-Strategic,Energy,17.65,-0.69,13412,9,2,4,8,28,6,49.8,11840,Subscription (X applications/year),1,0,0,22459,79.8,0.102,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,231,0,0,0,0,0,8,231,Existing - Strategic,Manufacturing,20.39,0.88,28480,2,8,4,0,2,3,68.2,10935,Success-Based,0,0,1,22974,110.6,0.645,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,418,0,0,0,0,0,3,418,Existing - Non-Strategic,Tech,78.21,1.4,23470,7,8,10,5,42,2,138.5,39770,Success-Based,0,0,1,87234,121.3,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,80,0,0,0,0,0,7,80,Existing - Strategic,Manufacturing,23.9,-0.18,19919,7,1,3,7,25,9,131.2,23258,Hourly,0,0,0,42638,77,0.103,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,2,5,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Tech,89.52,-0.7,37037,2,2,2,2,43,8,398.9,104720,Blended Rate,0,0,0,191214,91.5,0.025,0
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,8.8,540,New,Energy,71.15,-0.74,32528,2,5,4,6,25,8,378.1,78446,Caps + Collars,0,1,1,156436,100.2,0.023,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Simple,18,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.45,30,Existing - Strategic,Life Sciences,39.43,-1.43,13846,5,9,9,7,8,10,38.6,8043,Fixed Fee per Application,0,0,0,14200,86.1,0.509,1
IP,IP - FTO,1,FTO,AI,,0,0,0,0,0,0,0,0,29,Moderate,0,0,0,0,0,0,0,7.29,30,New,Tech,25.81,-0.71,19693,2,8,4,9,2,7,73.5,19826,Tiered FTO Pricing,0,0,0,30028,53.5,0.176,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,3,6,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Tech,70.28,0.13,31823,4,7,11,9,36,10,56.3,13157,Volume-based Discount Model,0,0,0,20943,52.4,0.843,1
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,40,Narrow,0,0,0,0,0,0,0,5.4,30,Existing - Strategic,Other,5.95,-1.04,17399,6,2,9,9,24,10,77,17930,Tiered FTO Pricing,0,0,0,35666,108.9,0.089,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,1,3,0,0,,0,0,0,0,0,0,0,9.6,540,New,Finance,46.57,1.03,31638,4,5,7,3,19,1,380.6,89719,Fixed Fee – Petition Only,0,0,0,163211,78.5,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,202,0,0,0,0,0,6,202,Existing - Non-Strategic,Life Sciences,98.04,0.25,20365,8,1,11,1,13,1,94.3,19624,Hourly,0,0,0,36819,81.9,0.014,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,146,0,0,0,0,0,8,146,New,Finance,40.84,0.97,27282,10,9,2,1,42,5,102.2,29306,Subscription,1,0,0,50793,68,0.119,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Simple,25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.625,30,Existing - Strategic,Manufacturing,89.26,1.66,11205,8,7,8,2,8,10,45.5,7190,Hourly,0,0,0,15717,122.6,0.413,0
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,1,6,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Tech,22.13,1.44,38209,3,9,11,9,39,9,182,40259,Fixed Fee – Petition Only,0,0,0,72813,76.3,0.214,0
IP,IP - Patent Drafting,1,Patent Drafting,Other,Complex,23,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.575,60,Existing - Non-Strategic,Tech,70.95,-1.22,25086,6,10,7,5,21,10,69.7,16031,Fixed Fee per Application,0,0,0,31780,96.9,0.349,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,404,0,0,0,0,0,6,404,Existing - Non-Strategic,Manufacturing,69.8,1.94,25701,1,2,11,7,43,1,10,1901,Hourly,0,0,0,3875,102.9,0.944,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,17,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.425,30,New,Energy,56.68,0.9,12434,5,8,3,9,49,7,61.6,9998,Tiered (Simple/Medium/Complex),0,0,0,17049,71.7,0.332,1
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.16,0,,0,0,1,1,1,1,1,10,730,Existing - Strategic,Manufacturing,10.01,-0.62,41889,2,8,3,9,46,1,187.7,39628,Collar (Risk-Sharing),0,0,1,55290,37.4,0.166,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,9,540,New,Energy,26.52,-0.52,34725,8,7,1,9,20,2,262,65821,Caps + Collars,0,1,1,95257,53.8,0.01,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,1,3,0,0,,0,0,0,0,0,0,0,9.6,540,Existing - Non-Strategic,Manufacturing,40.4,0.87,36739,9,8,11,7,50,8,362.8,89945,Caps + Collars,0,1,1,197485,126.9,0.104,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,3,8,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Manufacturing,23.73,0.42,36031,5,5,4,9,29,6,297.8,74812,Blended Rate,0,0,0,123052,59.4,0.042,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,456,0,0,0,0,0,6,456,New,Tech,93.38,0.97,25198,10,5,4,6,8,3,92.3,23794,Fixed Fee,0,0,0,50322,105.8,0.056,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,354,0,0,0,0,0,5,354,New,Energy,16.7,-1.14,24631,5,4,3,3,6,9,98.1,23282,Hourly,0,0,0,37929,63.2,0.188,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,40,Moderate,0,0,0,0,0,0,0,7.4,30,Existing - Non-Strategic,Manufacturing,43.47,1.24,21392,8,5,4,6,0,9,59.2,15548,Fixed Fee per FTO,0,0,0,26004,64.9,0.486,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,232,0,0,0,0,0,7,232,Existing - Non-Strategic,Finance,95.17,-1.28,23036,4,9,1,4,15,7,117.1,29681,Phase-Based,0,1,0,61374,110.4,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,117,0,0,0,0,0,8,117,Existing - Non-Strategic,Manufacturing,20.78,-1.64,24276,10,9,9,2,12,7,50.1,9469,Success-Based,0,0,1,15595,63.4,0.703,1
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,3,9,0,0,,0,0,0,0,0,0,0,10,540,New,Manufacturing,40.14,1.91,37601,2,10,6,7,11,2,343.2,66285,Fixed Fee – Petition Only,0,0,0,133410,102.8,0.036,0
IP,IP - Patent Drafting,1,Patent Drafting,Other,Simple,28,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.7,30,Existing - Strategic,Energy,32.49,-1.64,14797,9,2,7,3,13,8,74.1,16880,Fixed Fee per Application,0,0,0,22674,32.5,0.146,0
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,3,9,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Finance,8.1,-1.41,30242,9,7,9,9,35,1,36.9,7635,Fixed Fee per OA,0,0,0,13738,76.5,0.687,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,561,0,0,0,0,0,3,561,Existing - Non-Strategic,Life Sciences,11.38,1.09,23553,5,7,2,7,45,9,56.6,10275,Subscription,1,0,0,18189,85.3,0.799,1
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.25,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Other,43.64,-1.91,39953,9,9,11,1,6,5,477.7,100465,Blended Rate,0,0,0,134875,32.8,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,31,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5.775,45,New,Life Sciences,11.99,-1.98,17840,10,8,11,6,29,7,53.6,11603,Subscription (X applications/year),1,0,0,21993,91.1,0.273,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,211,0,0,0,0,0,4,211,Existing - Non-Strategic,Energy,25.45,0.29,16957,4,4,8,3,19,7,82.2,14806,Success-Based,0,0,1,24243,55.9,0.271,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,47,Moderate,0,0,0,0,0,0,0,7.47,30,New,Finance,50.88,0.5,19404,5,4,8,5,28,7,103.6,28325,Risk-Based (Emerging),0,0,1,52335,85.2,0.071,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Simple,8,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.2,30,Existing - Strategic,Other,96.8,-0.35,17300,1,3,5,7,0,1,52,15307,Tiered (Simple/Medium/Complex),0,0,0,27997,86.6,0.038,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.57,0,,0,0,1,1,1,0,1,10,730,New,Finance,86.43,-0.04,39041,10,1,1,7,22,8,571.5,98192,Collar (Risk-Sharing),0,0,1,214307,123.9,0.058,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,65,0,0,0,0,0,8,65,Existing - Non-Strategic,Manufacturing,46.36,-0.93,23121,10,8,4,5,32,8,145.7,35366,Phase-Based,0,1,0,58774,62.9,0.023,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,253,0,0,0,0,0,5,253,Existing - Strategic,Manufacturing,45.66,1.81,18326,8,3,11,1,9,9,74.4,21199,Hourly,0,0,0,49114,132.1,0.177,1
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,113,Broad,0,0,0,0,0,0,0,10,30,Existing - Non-Strategic,Other,7.44,1.38,29885,3,10,1,4,15,1,33,5263,Risk-Based (Emerging),0,0,1,9292,85,0.877,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,3,3,0,0,,0,0,0,0,0,0,0,10,540,New,Other,20.02,0.29,33410,6,8,11,1,20,10,373.3,74232,Fixed Fee – Petition Only,0,0,0,111755,50.1,0.115,1
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,1,7,1,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Strategic,Finance,29.99,-1.84,30251,7,10,11,1,27,10,77.6,22912,Fixed Fee per OA,0,0,0,42708,88.1,0.233,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,1,3,0,0,0,0,0,,0,0,0,0,0,0,0,6.5,365,Existing - Strategic,Manufacturing,96.18,-1.41,23039,2,9,7,6,34,5,66,12661,Volume-based Discount Model,0,0,0,21511,70.8,0.479,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,2,4,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Finance,15.14,-1.41,36857,2,3,9,2,38,7,308,60392,Blended Rate,0,0,0,117386,97.6,0.01,0
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Finance,25.62,-1.54,37021,8,10,5,10,14,3,338.9,92943,Caps + Collars,0,1,1,174671,83.1,0.01,0
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,73,Broad,0,0,0,0,0,0,0,9.73,30,Existing - Strategic,Life Sciences,30.6,-1.14,25843,3,9,5,0,12,1,53.4,9203,Tiered FTO Pricing,0,0,0,16653,78.2,0.607,1
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,2,4,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Life Sciences,78.2,-1.29,36576,6,2,11,9,27,10,403.3,111723,Fixed Fee – Petition Only,0,0,0,232830,107.4,0.036,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Simple,18,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.45,30,New,Finance,6.77,0.12,14589,1,3,9,8,17,9,65.3,12008,Subscription (X applications/year),1,0,0,21672,85.7,0.275,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,61,Moderate,0,0,0,0,0,0,0,7.61,30,Existing - Strategic,Other,29.47,-0.95,21317,3,6,2,6,23,2,72.3,16345,Ongoing Subscription,1,0,0,33130,103.4,0.052,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Simple,33,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.825,30,Existing - Non-Strategic,Tech,28.49,1.59,14364,1,1,6,5,0,8,69.7,16411,Subscription (X applications/year),1,0,0,31378,81,0.167,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,38,0,0,0,0,0,8,38,Existing - Non-Strategic,Finance,23.34,-1.47,20815,8,6,6,7,28,2,33.9,6391,Phase-Based,0,1,0,10780,69.7,0.676,1
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,45,Broad,0,0,0,0,0,0,0,9.45,30,Existing - Strategic,Other,118.53,1.35,25880,8,2,11,2,35,7,50.2,13863,Ongoing Subscription,1,0,0,30227,123.2,0.484,1
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,31,Narrow,0,0,0,0,0,0,0,5.31,30,Existing - Strategic,Other,9.56,0.27,15380,10,8,6,10,50,6,52.4,10185,Fixed Fee per FTO,0,0,0,20157,95.9,0.316,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,2,4,0,0,0,0,0,,0,0,0,0,0,0,0,8,365,New,Tech,136.51,-1.52,29700,4,4,5,4,20,6,30.8,6853,Fixed Fee per OA,0,0,0,12269,65.9,0.797,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,602,0,0,0,0,0,3,602,Existing - Non-Strategic,Tech,9,1.51,22012,1,3,8,5,25,10,56.3,12924,Phase-Based,0,1,0,25931,102.5,0.545,1
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.51,0,,0,0,1,1,0,1,1,10,730,New,Other,40.25,1.42,40130,3,6,11,3,1,3,522.2,105186,Phase-Based Caps,0,1,0,190306,94,0.031,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,666,0,0,0,0,0,6,666,Existing - Strategic,Finance,21.02,0.39,30910,7,10,1,5,13,5,58.3,13912,Success-Based,0,0,1,21767,53.2,0.728,0
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Medium,17,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.425,45,Existing - Non-Strategic,Finance,22,1.44,16453,9,7,7,5,11,2,59.1,14385,Fixed Fee per Application,0,0,0,27871,101.5,0.123,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,26,Narrow,0,0,0,0,0,0,0,5.26,30,Existing - Strategic,Energy,14.67,1.19,15813,6,6,3,2,39,9,63.9,16719,Ongoing Subscription,1,0,0,33471,96.3,0.173,0
